"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0045671","GO:0045671","negative regulation of osteoclast differentiation","1/790","41/28928",0.024390243902439,0.893115158999691,-0.114756013777903,0.678913890835825,0.767863806593238,0.564356532766648,"93675",1
"GO:0048026","GO:0048026","positive regulation of mRNA splicing, via spliceosome","1/790","41/28928",0.024390243902439,0.893115158999691,-0.114756013777903,0.678913890835825,0.767863806593238,0.564356532766648,"72002",1
"GO:0048240","GO:0048240","sperm capacitation","1/790","41/28928",0.024390243902439,0.893115158999691,-0.114756013777903,0.678913890835825,0.767863806593238,0.564356532766648,"12458",1
"GO:0060351","GO:0060351","cartilage development involved in endochondral bone morphogenesis","1/790","41/28928",0.024390243902439,0.893115158999691,-0.114756013777903,0.678913890835825,0.767863806593238,0.564356532766648,"218772",1
"GO:0060391","GO:0060391","positive regulation of SMAD protein signal transduction","1/790","41/28928",0.024390243902439,0.893115158999691,-0.114756013777903,0.678913890835825,0.767863806593238,0.564356532766648,"14561",1
"GO:0062149","GO:0062149","detection of stimulus involved in sensory perception of pain","1/790","41/28928",0.024390243902439,0.893115158999691,-0.114756013777903,0.678913890835825,0.767863806593238,0.564356532766648,"15566",1
"GO:0090313","GO:0090313","regulation of protein targeting to membrane","1/790","41/28928",0.024390243902439,0.893115158999691,-0.114756013777903,0.678913890835825,0.767863806593238,0.564356532766648,"59020",1
"GO:0090504","GO:0090504","epiboly","1/790","41/28928",0.024390243902439,0.893115158999691,-0.114756013777903,0.678913890835825,0.767863806593238,0.564356532766648,"17702",1
"GO:1900026","GO:1900026","positive regulation of substrate adhesion-dependent cell spreading","1/790","41/28928",0.024390243902439,0.893115158999691,-0.114756013777903,0.678913890835825,0.767863806593238,0.564356532766648,"15117",1
"GO:0007043","GO:0007043","cell-cell junction assembly","4/790","169/28928",0.0236686390532544,0.866691633585499,-0.291227578546595,0.681165438756501,0.770041465599282,0.565957045872808,"66797/12554/18858/54419",4
"GO:2000058","GO:2000058","regulation of ubiquitin-dependent protein catabolic process","4/790","169/28928",0.0236686390532544,0.866691633585499,-0.291227578546595,0.681165438756501,0.770041465599282,0.565957045872808,"12578/20423/15511/193740",4
"GO:0048488","GO:0048488","synaptic vesicle endocytosis","2/790","86/28928",0.0232558139534884,0.851574919046217,-0.230973664472094,0.684825700005914,0.77362367354735,0.568589859712792,"20617/268379",2
"GO:0055021","GO:0055021","regulation of cardiac muscle tissue growth","2/790","86/28928",0.0232558139534884,0.851574919046217,-0.230973664472094,0.684825700005914,0.77362367354735,0.568589859712792,"80857/21380",2
"GO:0070373","GO:0070373","negative regulation of ERK1 and ERK2 cascade","2/790","86/28928",0.0232558139534884,0.851574919046217,-0.230973664472094,0.684825700005914,0.77362367354735,0.568589859712792,"81897/72373",2
"GO:0032435","GO:0032435","negative regulation of proteasomal ubiquitin-dependent protein catabolic process","1/790","42/28928",0.0238095238095238,0.871850512356841,-0.139256811367334,0.687694935120095,0.775178061730449,0.569732287729395,"20423",1
"GO:0033144","GO:0033144","negative regulation of intracellular steroid hormone receptor signaling pathway","1/790","42/28928",0.0238095238095238,0.871850512356841,-0.139256811367334,0.687694935120095,0.775178061730449,0.569732287729395,"13123",1
"GO:0040018","GO:0040018","positive regulation of multicellular organism growth","1/790","42/28928",0.0238095238095238,0.871850512356841,-0.139256811367334,0.687694935120095,0.775178061730449,0.569732287729395,"14255",1
"GO:0061436","GO:0061436","establishment of skin barrier","1/790","42/28928",0.0238095238095238,0.871850512356841,-0.139256811367334,0.687694935120095,0.775178061730449,0.569732287729395,"16666",1
"GO:0070293","GO:0070293","renal absorption","1/790","42/28928",0.0238095238095238,0.871850512356841,-0.139256811367334,0.687694935120095,0.775178061730449,0.569732287729395,"15117",1
"GO:0070302","GO:0070302","regulation of stress-activated protein kinase signaling cascade","1/790","42/28928",0.0238095238095238,0.871850512356841,-0.139256811367334,0.687694935120095,0.775178061730449,0.569732287729395,"327957",1
"GO:1904358","GO:1904358","positive regulation of telomere maintenance via telomere lengthening","1/790","42/28928",0.0238095238095238,0.871850512356841,-0.139256811367334,0.687694935120095,0.775178061730449,0.569732287729395,"18761",1
"GO:0001841","GO:0001841","neural tube formation","3/790","129/28928",0.0232558139534884,0.851574919046217,-0.283094920171643,0.687843303399107,0.775178061730449,0.569732287729395,"16870/99377/20423",3
"GO:0030048","GO:0030048","actin filament-based movement","3/790","129/28928",0.0232558139534884,0.851574919046217,-0.283094920171643,0.687843303399107,0.775178061730449,0.569732287729395,"19218/20928/58226",3
"GO:0034440","GO:0034440","lipid oxidation","3/790","129/28928",0.0232558139534884,0.851574919046217,-0.283094920171643,0.687843303399107,0.775178061730449,0.569732287729395,"27273/20928/11815",3
"GO:1904951","GO:1904951","positive regulation of establishment of protein localization","9/790","372/28928",0.0241935483870968,0.885912617394855,-0.371089811544384,0.689579902386273,0.776949725380095,0.571034406602504,"18761/14526/14061/59020/20423/170639/12143/81799/12326",9
"GO:0022406","GO:0022406","membrane docking","2/790","87/28928",0.0229885057471264,0.841786701585916,-0.247637313884526,0.690927927658249,0.777911701097341,0.571741429483032,"272636/116838",2
"GO:0048041","GO:0048041","focal adhesion assembly","2/790","87/28928",0.0229885057471264,0.841786701585916,-0.247637313884526,0.690927927658249,0.777911701097341,0.571741429483032,"22417/11815",2
"GO:1903578","GO:1903578","regulation of ATP metabolic process","2/790","87/28928",0.0229885057471264,0.841786701585916,-0.247637313884526,0.690927927658249,0.777911701097341,0.571741429483032,"14447/20533",2
"GO:0060541","GO:0060541","respiratory system development","7/790","293/28928",0.0238907849829352,0.874826111375124,-0.360842423834951,0.691447182420139,0.778310749794493,0.572034718132915,"19130/20423/20897/20666/20474/17263/14165",7
"GO:0008306","GO:0008306","associative learning","3/790","130/28928",0.0230769230769231,0.845024342745862,-0.296737634383449,0.692846433407127,0.779514143089934,0.572919175587399,"17536/66797/15465",3
"GO:0048477","GO:0048477","oogenesis","3/790","130/28928",0.0230769230769231,0.845024342745862,-0.296737634383449,0.692846433407127,0.779514143089934,0.572919175587399,"50915/26972/22417",3
"GO:0009126","GO:0009126","purine nucleoside monophosphate metabolic process","1/790","43/28928",0.0232558139534884,0.851574919046217,-0.163201432747507,0.696236131590881,0.781837577496347,0.574626829177079,"22262",1
"GO:0030866","GO:0030866","cortical actin cytoskeleton organization","1/790","43/28928",0.0232558139534884,0.851574919046217,-0.163201432747507,0.696236131590881,0.781837577496347,0.574626829177079,"225288",1
"GO:0032885","GO:0032885","regulation of polysaccharide biosynthetic process","1/790","43/28928",0.0232558139534884,0.851574919046217,-0.163201432747507,0.696236131590881,0.781837577496347,0.574626829177079,"15117",1
"GO:0034694","GO:0034694","response to prostaglandin","1/790","43/28928",0.0232558139534884,0.851574919046217,-0.163201432747507,0.696236131590881,0.781837577496347,0.574626829177079,"12775",1
"GO:0043094","GO:0043094","cellular metabolic compound salvage","1/790","43/28928",0.0232558139534884,0.851574919046217,-0.163201432747507,0.696236131590881,0.781837577496347,0.574626829177079,"22271",1
"GO:0043647","GO:0043647","inositol phosphate metabolic process","1/790","43/28928",0.0232558139534884,0.851574919046217,-0.163201432747507,0.696236131590881,0.781837577496347,0.574626829177079,"20617",1
"GO:0048499","GO:0048499","synaptic vesicle membrane organization","1/790","43/28928",0.0232558139534884,0.851574919046217,-0.163201432747507,0.696236131590881,0.781837577496347,0.574626829177079,"116838",1
"GO:1904646","GO:1904646","cellular response to amyloid-beta","1/790","43/28928",0.0232558139534884,0.851574919046217,-0.163201432747507,0.696236131590881,0.781837577496347,0.574626829177079,"18053",1
"GO:0007052","GO:0007052","mitotic spindle organization","3/790","131/28928",0.0229007633587786,0.838573775243985,-0.310280687849625,0.697788873991407,0.782836555710959,0.575361047767233,"75305/15511/193740",3
"GO:0016482","GO:0016482","cytosolic transport","3/790","131/28928",0.0229007633587786,0.838573775243985,-0.310280687849625,0.697788873991407,0.782836555710959,0.575361047767233,"16560/270192/73296",3
"GO:0032434","GO:0032434","regulation of proteasomal ubiquitin-dependent protein catabolic process","3/790","131/28928",0.0229007633587786,0.838573775243985,-0.310280687849625,0.697788873991407,0.782836555710959,0.575361047767233,"20423/15511/193740",3
"GO:0043401","GO:0043401","steroid hormone receptor signaling pathway","3/790","131/28928",0.0229007633587786,0.838573775243985,-0.310280687849625,0.697788873991407,0.782836555710959,0.575361047767233,"13123/170639/18095",3
"GO:1901796","GO:1901796","regulation of signal transduction by p53 class mediator","2/790","89/28928",0.0224719101123595,0.822870146494098,-0.280424076970367,0.702840034367535,0.78760816256644,0.57886803361233,"12578/16149",2
"GO:0002052","GO:0002052","positive regulation of neuroblast proliferation","1/790","44/28928",0.0227272727272727,0.832220943613349,-0.186618222439182,0.704544023439356,0.78760816256644,0.57886803361233,"20423",1
"GO:0032527","GO:0032527","protein exit from endoplasmic reticulum","1/790","44/28928",0.0227272727272727,0.832220943613349,-0.186618222439182,0.704544023439356,0.78760816256644,0.57886803361233,"70377",1
"GO:0034314","GO:0034314","Arp2/3 complex-mediated actin nucleation","1/790","44/28928",0.0227272727272727,0.832220943613349,-0.186618222439182,0.704544023439356,0.78760816256644,0.57886803361233,"330319",1
"GO:0044273","GO:0044273","sulfur compound catabolic process","1/790","44/28928",0.0227272727272727,0.832220943613349,-0.186618222439182,0.704544023439356,0.78760816256644,0.57886803361233,"11720",1
"GO:0045022","GO:0045022","early endosome to late endosome transport","1/790","44/28928",0.0227272727272727,0.832220943613349,-0.186618222439182,0.704544023439356,0.78760816256644,0.57886803361233,"280408",1
"GO:0045197","GO:0045197","establishment or maintenance of epithelial cell apical/basal polarity","1/790","44/28928",0.0227272727272727,0.832220943613349,-0.186618222439182,0.704544023439356,0.78760816256644,0.57886803361233,"16870",1
"GO:0051154","GO:0051154","negative regulation of striated muscle cell differentiation","1/790","44/28928",0.0227272727272727,0.832220943613349,-0.186618222439182,0.704544023439356,0.78760816256644,0.57886803361233,"20679",1
"GO:0051647","GO:0051647","nucleus localization","1/790","44/28928",0.0227272727272727,0.832220943613349,-0.186618222439182,0.704544023439356,0.78760816256644,0.57886803361233,"16560",1
"GO:0072595","GO:0072595","maintenance of protein localization in organelle","1/790","44/28928",0.0227272727272727,0.832220943613349,-0.186618222439182,0.704544023439356,0.78760816256644,0.57886803361233,"20684",1
"GO:0097178","GO:0097178","ruffle assembly","1/790","44/28928",0.0227272727272727,0.832220943613349,-0.186618222439182,0.704544023439356,0.78760816256644,0.57886803361233,"11629",1
"GO:1901532","GO:1901532","regulation of hematopoietic progenitor cell differentiation","1/790","44/28928",0.0227272727272727,0.832220943613349,-0.186618222439182,0.704544023439356,0.78760816256644,0.57886803361233,"27217",1
"GO:1903146","GO:1903146","regulation of autophagy of mitochondrion","1/790","44/28928",0.0227272727272727,0.832220943613349,-0.186618222439182,0.704544023439356,0.78760816256644,0.57886803361233,"12176",1
"GO:1904036","GO:1904036","negative regulation of epithelial cell apoptotic process","1/790","44/28928",0.0227272727272727,0.832220943613349,-0.186618222439182,0.704544023439356,0.78760816256644,0.57886803361233,"18092",1
"GO:1990806","GO:1990806","ligand-gated ion channel signaling pathway","1/790","44/28928",0.0227272727272727,0.832220943613349,-0.186618222439182,0.704544023439356,0.78760816256644,0.57886803361233,"14061",1
"GO:0001764","GO:0001764","neuron migration","5/790","216/28928",0.0231481481481481,0.847632442569151,-0.376622523730981,0.705785252509427,0.788808985171483,0.579750601687594,"329278/13131/12773/320772/13865",5
"GO:0007041","GO:0007041","lysosomal transport","3/790","133/28928",0.0225563909774436,0.825963643285429,-0.337074495369156,0.707492304826783,0.790529735776637,0.581015301022219,"280408/193740/17986",3
"GO:0032465","GO:0032465","regulation of cytokinesis","2/790","90/28928",0.0222222222222222,0.813727144866385,-0.296556118059283,0.708651500129205,0.791637658767472,0.581829590707853,"75305/12145",2
"GO:0031507","GO:0031507","heterochromatin formation","4/790","176/28928",0.0227272727272727,0.832220943613349,-0.374092225239697,0.711355034947939,0.794010178070943,0.583573320203281,"104271/404634/665433/104103",4
"GO:0009225","GO:0009225","nucleotide-sugar metabolic process","1/790","45/28928",0.0222222222222222,0.813727144866385,-0.209533423527141,0.712624975574895,0.794010178070943,0.583573320203281,"14422",1
"GO:0010613","GO:0010613","positive regulation of cardiac muscle hypertrophy","1/790","45/28928",0.0222222222222222,0.813727144866385,-0.209533423527141,0.712624975574895,0.794010178070943,0.583573320203281,"18124",1
"GO:0010830","GO:0010830","regulation of myotube differentiation","1/790","45/28928",0.0222222222222222,0.813727144866385,-0.209533423527141,0.712624975574895,0.794010178070943,0.583573320203281,"21380",1
"GO:0035886","GO:0035886","vascular associated smooth muscle cell differentiation","1/790","45/28928",0.0222222222222222,0.813727144866385,-0.209533423527141,0.712624975574895,0.794010178070943,0.583573320203281,"50501",1
"GO:0045823","GO:0045823","positive regulation of heart contraction","1/790","45/28928",0.0222222222222222,0.813727144866385,-0.209533423527141,0.712624975574895,0.794010178070943,0.583573320203281,"100038489",1
"GO:0046320","GO:0046320","regulation of fatty acid oxidation","1/790","45/28928",0.0222222222222222,0.813727144866385,-0.209533423527141,0.712624975574895,0.794010178070943,0.583573320203281,"27273",1
"GO:0050685","GO:0050685","positive regulation of mRNA processing","1/790","45/28928",0.0222222222222222,0.813727144866385,-0.209533423527141,0.712624975574895,0.794010178070943,0.583573320203281,"72002",1
"GO:0099170","GO:0099170","postsynaptic modulation of chemical synaptic transmission","1/790","45/28928",0.0222222222222222,0.813727144866385,-0.209533423527141,0.712624975574895,0.794010178070943,0.583573320203281,"12326",1
"GO:1903580","GO:1903580","positive regulation of ATP metabolic process","1/790","45/28928",0.0222222222222222,0.813727144866385,-0.209533423527141,0.712624975574895,0.794010178070943,0.583573320203281,"14447",1
"GO:2000008","GO:2000008","regulation of protein localization to cell surface","1/790","45/28928",0.0222222222222222,0.813727144866385,-0.209533423527141,0.712624975574895,0.794010178070943,0.583573320203281,"12503",1
"GO:0030324","GO:0030324","lung development","6/790","259/28928",0.0231660231660232,0.848286984995846,-0.410946304858209,0.71327927988949,0.79455172437796,0.583971340260401,"19130/20423/20897/20666/17263/14165",6
"GO:0006942","GO:0006942","regulation of striated muscle contraction","2/790","91/28928",0.021978021978022,0.804785088329392,-0.312519612261381,0.714367680370217,0.795201364146196,0.584448805722377,"12372/58226",2
"GO:0030641","GO:0030641","regulation of cellular pH","2/790","91/28928",0.021978021978022,0.804785088329392,-0.312519612261381,0.714367680370217,0.795201364146196,0.584448805722377,"20533/71398",2
"GO:0072384","GO:0072384","organelle transport along microtubule","2/790","91/28928",0.021978021978022,0.804785088329392,-0.312519612261381,0.714367680370217,0.795201364146196,0.584448805722377,"16560/67749",2
"GO:0008585","GO:0008585","female gonad development","3/790","135/28928",0.0222222222222222,0.813727144866385,-0.363489297211897,0.71695504092557,0.797630620981977,0.586234235577605,"26972/20758/22417",3
"GO:0034763","GO:0034763","negative regulation of transmembrane transport","3/790","135/28928",0.0222222222222222,0.813727144866385,-0.363489297211897,0.71695504092557,0.797630620981977,0.586234235577605,"329693/19218/81897",3
"GO:0031396","GO:0031396","regulation of protein ubiquitination","5/790","219/28928",0.0228310502283105,0.836021039246286,-0.408149985333489,0.717056752661688,0.797630620981977,0.586234235577605,"12578/100038882/382551/15511/406217",5
"GO:0032386","GO:0032386","regulation of intracellular transport","7/790","301/28928",0.0232558139534884,0.851574919046217,-0.43373178949703,0.717641279954663,0.797686053338564,0.586274976672964,"20684/18761/12578/20423/70377/11815/12326",7
"GO:0051168","GO:0051168","nuclear export","4/790","178/28928",0.0224719101123595,0.822870146494098,-0.397192894692059,0.719586302394811,0.797686053338564,0.586274976672964,"20684/12578/12326/170722",4
"GO:0006029","GO:0006029","proteoglycan metabolic process","2/790","92/28928",0.0217391304347826,0.796037424325812,-0.328318627600407,0.719989437796745,0.797686053338564,0.586274976672964,"15476/12229",2
"GO:0140238","GO:0140238","presynaptic endocytosis","2/790","92/28928",0.0217391304347826,0.796037424325812,-0.328318627600407,0.719989437796745,0.797686053338564,0.586274976672964,"20617/268379",2
"GO:0001783","GO:0001783","B cell apoptotic process","1/790","46/28928",0.0217391304347826,0.796037424325812,-0.23197137805562,0.7204851794767,0.797686053338564,0.586274976672964,"16149",1
"GO:0006356","GO:0006356","regulation of transcription by RNA polymerase I","1/790","46/28928",0.0217391304347826,0.796037424325812,-0.23197137805562,0.7204851794767,0.797686053338564,0.586274976672964,"404634",1
"GO:0006476","GO:0006476","protein deacetylation","1/790","46/28928",0.0217391304347826,0.796037424325812,-0.23197137805562,0.7204851794767,0.797686053338564,0.586274976672964,"406217",1
"GO:0006623","GO:0006623","protein targeting to vacuole","1/790","46/28928",0.0217391304347826,0.796037424325812,-0.23197137805562,0.7204851794767,0.797686053338564,0.586274976672964,"17986",1
"GO:0006890","GO:0006890","retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum","1/790","46/28928",0.0217391304347826,0.796037424325812,-0.23197137805562,0.7204851794767,0.797686053338564,0.586274976672964,"270192",1
"GO:0009124","GO:0009124","nucleoside monophosphate biosynthetic process","1/790","46/28928",0.0217391304347826,0.796037424325812,-0.23197137805562,0.7204851794767,0.797686053338564,0.586274976672964,"22271",1
"GO:0014742","GO:0014742","positive regulation of muscle hypertrophy","1/790","46/28928",0.0217391304347826,0.796037424325812,-0.23197137805562,0.7204851794767,0.797686053338564,0.586274976672964,"18124",1
"GO:0032228","GO:0032228","regulation of synaptic transmission, GABAergic","1/790","46/28928",0.0217391304347826,0.796037424325812,-0.23197137805562,0.7204851794767,0.797686053338564,0.586274976672964,"66797",1
"GO:0032467","GO:0032467","positive regulation of cytokinesis","1/790","46/28928",0.0217391304347826,0.796037424325812,-0.23197137805562,0.7204851794767,0.797686053338564,0.586274976672964,"12145",1
"GO:0043388","GO:0043388","positive regulation of DNA binding","1/790","46/28928",0.0217391304347826,0.796037424325812,-0.23197137805562,0.7204851794767,0.797686053338564,0.586274976672964,"16364",1
"GO:0044331","GO:0044331","cell-cell adhesion mediated by cadherin","1/790","46/28928",0.0217391304347826,0.796037424325812,-0.23197137805562,0.7204851794767,0.797686053338564,0.586274976672964,"12554",1
"GO:0044788","GO:0044788","modulation by host of viral process","1/790","46/28928",0.0217391304347826,0.796037424325812,-0.23197137805562,0.7204851794767,0.797686053338564,0.586274976672964,"20307",1
"GO:0048147","GO:0048147","negative regulation of fibroblast proliferation","1/790","46/28928",0.0217391304347826,0.796037424325812,-0.23197137805562,0.7204851794767,0.797686053338564,0.586274976672964,"13134",1
"GO:0048854","GO:0048854","brain morphogenesis","1/790","46/28928",0.0217391304347826,0.796037424325812,-0.23197137805562,0.7204851794767,0.797686053338564,0.586274976672964,"23797",1
"GO:0051294","GO:0051294","establishment of spindle orientation","1/790","46/28928",0.0217391304347826,0.796037424325812,-0.23197137805562,0.7204851794767,0.797686053338564,0.586274976672964,"14165",1
"GO:1904707","GO:1904707","positive regulation of vascular associated smooth muscle cell proliferation","1/790","46/28928",0.0217391304347826,0.796037424325812,-0.23197137805562,0.7204851794767,0.797686053338564,0.586274976672964,"18124",1
"GO:0048639","GO:0048639","positive regulation of developmental growth","5/790","220/28928",0.0227272727272727,0.832220943613349,-0.418568218770334,0.720745074915719,0.797786742557905,0.586348980185339,"19130/19415/14255/116838/21380",5
"GO:0030323","GO:0030323","respiratory tube development","6/790","262/28928",0.0229007633587786,0.838573775243985,-0.439804651534639,0.723482488553153,0.800629086231073,0.588438016296361,"19130/20423/20897/20666/17263/14165",6
"GO:0006605","GO:0006605","protein targeting","7/790","303/28928",0.0231023102310231,0.845953962484856,-0.451666342636544,0.723949239229631,0.800957897760618,0.588679682765277,"67749/59020/229898/14469/12578/67775/17986",7
"GO:0046467","GO:0046467","membrane lipid biosynthetic process","3/790","137/28928",0.0218978102189781,0.801847916474175,-0.389537419387693,0.726178843335393,0.803236471827061,0.59035436537012,"66775/20443/27404",3
"GO:0044843","GO:0044843","cell cycle G1/S phase transition","6/790","263/28928",0.0228136882129278,0.835385281801993,-0.449354603073614,0.726826742359375,0.803701020726469,0.590695794675577,"12578/56696/218630/14165/21380/11629",6
"GO:0003009","GO:0003009","skeletal muscle contraction","1/790","47/28928",0.0212765957446809,0.779100457850795,-0.253954704318728,0.728130657913561,0.803701020726469,0.590695794675577,"12372",1
"GO:0014044","GO:0014044","Schwann cell development","1/790","47/28928",0.0212765957446809,0.779100457850795,-0.253954704318728,0.728130657913561,0.803701020726469,0.590695794675577,"18858",1
"GO:0016925","GO:0016925","protein sumoylation","1/790","47/28928",0.0212765957446809,0.779100457850795,-0.253954704318728,0.728130657913561,0.803701020726469,0.590695794675577,"12578",1
"GO:0030521","GO:0030521","androgen receptor signaling pathway","1/790","47/28928",0.0212765957446809,0.779100457850795,-0.253954704318728,0.728130657913561,0.803701020726469,0.590695794675577,"18095",1
"GO:0043268","GO:0043268","positive regulation of potassium ion transport","1/790","47/28928",0.0212765957446809,0.779100457850795,-0.253954704318728,0.728130657913561,0.803701020726469,0.590695794675577,"14419",1
"GO:0051205","GO:0051205","protein insertion into membrane","1/790","47/28928",0.0212765957446809,0.779100457850795,-0.253954704318728,0.728130657913561,0.803701020726469,0.590695794675577,"67775",1
"GO:0051438","GO:0051438","regulation of ubiquitin-protein transferase activity","1/790","47/28928",0.0212765957446809,0.779100457850795,-0.253954704318728,0.728130657913561,0.803701020726469,0.590695794675577,"12578",1
"GO:0099010","GO:0099010","modification of postsynaptic structure","1/790","47/28928",0.0212765957446809,0.779100457850795,-0.253954704318728,0.728130657913561,0.803701020726469,0.590695794675577,"20741",1
"GO:0006664","GO:0006664","glycolipid metabolic process","2/790","94/28928",0.0212765957446809,0.779100457850795,-0.359438775647834,0.730953252944579,0.806251170381757,0.592570077074534,"20443/18947",2
"GO:0042147","GO:0042147","retrograde transport, endosome to Golgi","2/790","94/28928",0.0212765957446809,0.779100457850795,-0.359438775647834,0.730953252944579,0.806251170381757,0.592570077074534,"270192/73296",2
"GO:1900076","GO:1900076","regulation of cellular response to insulin stimulus","2/790","94/28928",0.0212765957446809,0.779100457850795,-0.359438775647834,0.730953252944579,0.806251170381757,0.592570077074534,"18761/50915",2
"GO:0032984","GO:0032984","protein-containing complex disassembly","6/790","265/28928",0.0226415094339623,0.829080487222355,-0.468352013949002,0.733429962295062,0.808794087332388,0.59443904365565,"21916/12176/50876/76815/20259/20741",6
"GO:0001580","GO:0001580","detection of chemical stimulus involved in sensory perception of bitter taste","1/790","48/28928",0.0208333333333333,0.762869198312236,-0.275504454146816,0.735567269535329,0.80963837919483,0.595059572483862,"67775",1
"GO:0007143","GO:0007143","female meiotic nuclear division","1/790","48/28928",0.0208333333333333,0.762869198312236,-0.275504454146816,0.735567269535329,0.80963837919483,0.595059572483862,"68166",1
"GO:0010799","GO:0010799","regulation of peptidyl-threonine phosphorylation","1/790","48/28928",0.0208333333333333,0.762869198312236,-0.275504454146816,0.735567269535329,0.80963837919483,0.595059572483862,"14526",1
"GO:0032506","GO:0032506","cytokinetic process","1/790","48/28928",0.0208333333333333,0.762869198312236,-0.275504454146816,0.735567269535329,0.80963837919483,0.595059572483862,"68166",1
"GO:0045981","GO:0045981","positive regulation of nucleotide metabolic process","1/790","48/28928",0.0208333333333333,0.762869198312236,-0.275504454146816,0.735567269535329,0.80963837919483,0.595059572483862,"14447",1
"GO:0050919","GO:0050919","negative chemotaxis","1/790","48/28928",0.0208333333333333,0.762869198312236,-0.275504454146816,0.735567269535329,0.80963837919483,0.595059572483862,"19876",1
"GO:0055023","GO:0055023","positive regulation of cardiac muscle tissue growth","1/790","48/28928",0.0208333333333333,0.762869198312236,-0.275504454146816,0.735567269535329,0.80963837919483,0.595059572483862,"21380",1
"GO:1900544","GO:1900544","positive regulation of purine nucleotide metabolic process","1/790","48/28928",0.0208333333333333,0.762869198312236,-0.275504454146816,0.735567269535329,0.80963837919483,0.595059572483862,"14447",1
"GO:0002090","GO:0002090","regulation of receptor internalization","2/790","95/28928",0.0210526315789474,0.770899400399733,-0.374767346077652,0.736297148233927,0.809686803437495,0.595095162828734,"20339/100038489",2
"GO:0018107","GO:0018107","peptidyl-threonine phosphorylation","2/790","95/28928",0.0210526315789474,0.770899400399733,-0.374767346077652,0.736297148233927,0.809686803437495,0.595095162828734,"23797/14526",2
"GO:1903509","GO:1903509","liposaccharide metabolic process","2/790","95/28928",0.0210526315789474,0.770899400399733,-0.374767346077652,0.736297148233927,0.809686803437495,0.595095162828734,"20443/18947",2
"GO:2000628","GO:2000628","regulation of miRNA metabolic process","2/790","95/28928",0.0210526315789474,0.770899400399733,-0.374767346077652,0.736297148233927,0.809686803437495,0.595095162828734,"18053/13865",2
"GO:0007266","GO:0007266","Rho protein signal transduction","3/790","140/28928",0.0214285714285714,0.784665461121157,-0.427947601149124,0.739571107021623,0.813097733959512,0.597602092972316,"12554/18053/19876",3
"GO:0006346","GO:0006346","DNA methylation-dependent heterochromatin formation","1/790","49/28928",0.0204081632653061,0.747300439163007,-0.296640252817612,0.742800713339591,0.815888571386264,0.599653273559489,"104271",1
"GO:0007339","GO:0007339","binding of sperm to zona pellucida","1/790","49/28928",0.0204081632653061,0.747300439163007,-0.296640252817612,0.742800713339591,0.815888571386264,0.599653273559489,"15511",1
"GO:0042789","GO:0042789","mRNA transcription by RNA polymerase II","1/790","49/28928",0.0204081632653061,0.747300439163007,-0.296640252817612,0.742800713339591,0.815888571386264,0.599653273559489,"22337",1
"GO:1904645","GO:1904645","response to amyloid-beta","1/790","49/28928",0.0204081632653061,0.747300439163007,-0.296640252817612,0.742800713339591,0.815888571386264,0.599653273559489,"18053",1
"GO:0000018","GO:0000018","regulation of DNA recombination","3/790","141/28928",0.0212765957446809,0.779100457850795,-0.44058002064707,0.743918118452692,0.816925896589212,0.600415676019223,"12487/104271/20371",3
"GO:0034644","GO:0034644","cellular response to UV","2/790","97/28928",0.0206185567010309,0.755004567401801,-0.404979120465967,0.746713648817647,0.819805126648902,0.602531822501935,"17392/637515",2
"GO:0010639","GO:0010639","negative regulation of organelle organization","9/790","393/28928",0.0229007633587786,0.838573775243985,-0.539883503676561,0.748777650644768,0.820943220242504,0.603368286662551,"73333/21916/20617/12176/50876/20259/20741/22153/225288",9
"GO:0000245","GO:0000245","spliceosomal complex assembly","1/790","50/28928",0.02,0.732354430379747,-0.317380423828905,0.749836533016925,0.820943220242504,0.603368286662551,"27981",1
"GO:0003298","GO:0003298","physiological muscle hypertrophy","1/790","50/28928",0.02,0.732354430379747,-0.317380423828905,0.749836533016925,0.820943220242504,0.603368286662551,"17268",1
"GO:0003301","GO:0003301","physiological cardiac muscle hypertrophy","1/790","50/28928",0.02,0.732354430379747,-0.317380423828905,0.749836533016925,0.820943220242504,0.603368286662551,"17268",1
"GO:0035088","GO:0035088","establishment or maintenance of apical/basal cell polarity","1/790","50/28928",0.02,0.732354430379747,-0.317380423828905,0.749836533016925,0.820943220242504,0.603368286662551,"16870",1
"GO:0061049","GO:0061049","cell growth involved in cardiac muscle cell development","1/790","50/28928",0.02,0.732354430379747,-0.317380423828905,0.749836533016925,0.820943220242504,0.603368286662551,"17268",1
"GO:0061245","GO:0061245","establishment or maintenance of bipolar cell polarity","1/790","50/28928",0.02,0.732354430379747,-0.317380423828905,0.749836533016925,0.820943220242504,0.603368286662551,"16870",1
"GO:0085029","GO:0085029","extracellular matrix assembly","1/790","50/28928",0.02,0.732354430379747,-0.317380423828905,0.749836533016925,0.820943220242504,0.603368286662551,"15117",1
"GO:0090199","GO:0090199","regulation of release of cytochrome c from mitochondria","1/790","50/28928",0.02,0.732354430379747,-0.317380423828905,0.749836533016925,0.820943220242504,0.603368286662551,"12176",1
